epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0771,0.9735,0.0307,0.9907,0.9691,0.9976
2,0.0433,0.9871,0.0271,0.9921,0.9736,0.9981
3,0.0301,0.9908,0.0196,0.994,0.9804,0.9988
4,0.0257,0.9924,0.028,0.9915,0.9718,0.9985
5,0.0227,0.993,0.023,0.9934,0.9784,0.9983
6,0.0179,0.9945,0.0151,0.9945,0.9818,0.9994
7,0.0157,0.9952,0.0163,0.9955,0.9853,0.9989
8,0.0131,0.996,0.0176,0.9952,0.9844,0.9991
9,0.012,0.9962,0.0144,0.9958,0.9862,0.9995
10,0.011,0.9962,0.0193,0.9945,0.9821,0.9989
11,0.0107,0.9964,0.0186,0.9954,0.985,0.998
12,0.0098,0.997,0.015,0.9956,0.9856,0.9991
13,0.0077,0.9974,0.0145,0.9961,0.9871,0.9996
14,0.0078,0.9975,0.0141,0.9958,0.9862,0.999
15,0.0077,0.9974,0.0145,0.9959,0.9865,0.9995
16,0.0068,0.9978,0.0154,0.9952,0.9845,0.9993
17,0.0053,0.9983,0.0138,0.9964,0.9881,0.9991
18,0.0053,0.9982,0.0165,0.9952,0.9841,0.9996
19,0.0051,0.9983,0.017,0.9956,0.9855,0.9991
20,0.0051,0.9984,0.0127,0.9964,0.988,0.9997
21,0.005,0.9983,0.0136,0.9963,0.9877,0.9988
22,0.0045,0.9985,0.0148,0.9963,0.9878,0.9987
23,0.0038,0.9985,0.0188,0.9959,0.9865,0.9994
24,0.0031,0.9989,0.0231,0.9961,0.9871,0.9982
25,0.0029,0.999,0.0193,0.9961,0.9872,0.9981
26,0.0031,0.999,0.0199,0.9965,0.9884,0.9975
27,0.0023,0.9994,0.017,0.9967,0.9893,0.9985
28,0.0034,0.9989,0.0178,0.9963,0.9878,0.9991
29,0.0016,0.9994,0.0172,0.9967,0.9893,0.9983
30,0.0015,0.9994,0.017,0.9972,0.9908,0.9974
31,0.0014,0.9996,0.0197,0.9965,0.9884,0.9983
32,0.0014,0.9996,0.0181,0.9971,0.9905,0.9977
33,0.0008,0.9997,0.021,0.9965,0.9884,0.9976
34,0.0009,0.9997,0.0206,0.9966,0.989,0.9972
35,0.0002,1.0,0.0257,0.9964,0.9881,0.9965
36,0.0006,0.9999,0.0246,0.9968,0.9896,0.9962
37,0.0005,0.9998,0.0239,0.9968,0.9896,0.9968
38,0.0004,0.9999,0.0236,0.9966,0.989,0.9963
39,0.0004,0.9999,0.0231,0.9967,0.9893,0.9957
40,0.0001,1.0,0.0247,0.9968,0.9896,0.9962
41,0.0001,1.0,0.0252,0.9966,0.989,0.9956
42,0.0,1.0,0.0255,0.9966,0.989,0.9958
43,0.0,1.0,0.0259,0.9967,0.9893,0.9959
44,0.0,1.0,0.0267,0.9967,0.9893,0.9959
45,0.0,1.0,0.0291,0.9961,0.9872,0.9953
46,0.0,1.0,0.0307,0.9966,0.9887,0.995
47,0.0,1.0,0.0295,0.9966,0.989,0.9956
48,0.0,1.0,0.0302,0.9964,0.9881,0.9955
49,0.0,1.0,0.0308,0.9964,0.9881,0.9953
50,0.0,1.0,0.0307,0.9964,0.9881,0.9954
