epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0757,0.9744,0.0355,0.9893,0.9636,0.9966
2,0.0394,0.9883,0.032,0.9904,0.9665,0.9973
3,0.0302,0.991,0.024,0.9931,0.9762,0.9981
4,0.0255,0.9923,0.0264,0.9925,0.9741,0.9981
5,0.0232,0.9928,0.0245,0.9926,0.9748,0.9985
6,0.0172,0.9948,0.0204,0.9944,0.9809,0.9982
7,0.0161,0.995,0.0211,0.9949,0.9824,0.9985
8,0.0139,0.9959,0.02,0.9938,0.9784,0.9991
9,0.0123,0.9961,0.023,0.993,0.9758,0.999
10,0.011,0.9965,0.0231,0.994,0.9797,0.9989
11,0.01,0.9967,0.0228,0.9936,0.9783,0.9988
12,0.0084,0.9971,0.023,0.9946,0.9814,0.9983
13,0.0088,0.997,0.0224,0.9951,0.9831,0.9982
14,0.0075,0.9975,0.0236,0.9948,0.9824,0.999
15,0.0073,0.9976,0.0215,0.9952,0.9834,0.9987
16,0.0063,0.998,0.0207,0.9948,0.9822,0.9982
17,0.0055,0.9981,0.0279,0.9933,0.9774,0.9986
18,0.0057,0.9982,0.0238,0.9933,0.9774,0.9986
19,0.0056,0.9981,0.0292,0.9941,0.9802,0.9988
20,0.0046,0.9984,0.0212,0.9958,0.9857,0.998
21,0.0048,0.9985,0.0175,0.9962,0.9869,0.9984
22,0.004,0.9986,0.0203,0.9959,0.986,0.9985
23,0.0038,0.9987,0.0269,0.9941,0.98,0.9984
24,0.0036,0.9989,0.025,0.9958,0.9857,0.9986
25,0.003,0.9991,0.0244,0.9956,0.9851,0.9983
26,0.0028,0.999,0.025,0.9952,0.9838,0.9983
27,0.0027,0.9992,0.0346,0.9948,0.9821,0.9965
28,0.0023,0.9992,0.0317,0.9947,0.9818,0.9964
29,0.0024,0.9992,0.0282,0.9953,0.9841,0.9983
30,0.0023,0.9993,0.0232,0.9958,0.9857,0.9987
31,0.0016,0.9996,0.024,0.9959,0.986,0.9986
32,0.001,0.9997,0.0308,0.9952,0.9834,0.9974
33,0.0008,0.9997,0.0319,0.9956,0.9851,0.9971
34,0.001,0.9998,0.034,0.9954,0.9844,0.9969
35,0.0008,0.9997,0.0342,0.995,0.9828,0.9972
36,0.0005,0.9999,0.034,0.9954,0.9845,0.9966
37,0.0002,0.9999,0.0355,0.9957,0.9854,0.9955
38,0.0002,1.0,0.0343,0.9961,0.9867,0.9964
39,0.0002,1.0,0.034,0.9957,0.9855,0.9972
40,0.0004,0.9999,0.0404,0.9956,0.985,0.9951
41,0.0001,1.0,0.0369,0.9964,0.9876,0.9947
42,0.0,1.0,0.0391,0.996,0.9863,0.9949
43,0.0,1.0,0.0408,0.996,0.9863,0.9947
44,0.0,1.0,0.0419,0.9958,0.9856,0.9943
45,0.0,1.0,0.042,0.996,0.9863,0.9935
46,0.0,1.0,0.0424,0.9956,0.985,0.9942
47,0.0,1.0,0.0431,0.9954,0.9844,0.9938
48,0.0,1.0,0.045,0.9953,0.9841,0.9945
49,0.0,1.0,0.0454,0.9952,0.9837,0.9942
50,0.0,1.0,0.045,0.9954,0.9844,0.9939
