epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.1095,0.9665,0.0548,0.9842,0.9451,0.9938
2,0.0709,0.9784,0.0622,0.9805,0.933,0.9927
3,0.0817,0.9743,0.0639,0.9788,0.9245,0.9943
4,0.0681,0.979,0.0567,0.9822,0.937,0.9948
5,0.0679,0.9787,0.0414,0.9878,0.9577,0.997
6,0.0614,0.9813,0.059,0.9821,0.9411,0.9963
7,0.0603,0.9811,0.0461,0.9847,0.9466,0.9954
8,0.0701,0.9782,0.0505,0.9845,0.9473,0.9942
9,0.0668,0.9788,0.058,0.9839,0.9456,0.9958
10,0.0591,0.9815,0.0383,0.9885,0.9604,0.9975
11,0.0633,0.9801,0.0444,0.987,0.9548,0.9964
12,0.0599,0.9815,0.0528,0.9837,0.9429,0.9944
13,0.1419,0.9558,0.1388,0.9614,0.8539,0.9543
14,0.176,0.9386,0.1428,0.9487,0.8073,0.9624
15,0.1233,0.9601,0.0722,0.9786,0.9237,0.9881
16,0.1086,0.9655,0.1021,0.971,0.896,0.9767
17,0.0943,0.9715,0.095,0.9745,0.9126,0.9729
18,0.1456,0.9542,0.2693,0.852,0.0,0.905
19,0.2008,0.9365,0.2124,0.9236,0.6769,0.9303
20,0.1712,0.9416,0.1591,0.9487,0.8017,0.9671
21,0.1544,0.9471,0.1269,0.9567,0.8388,0.9678
22,0.1694,0.9426,0.1316,0.9584,0.8445,0.9651
23,0.1418,0.9569,0.1179,0.9625,0.8642,0.9662
24,0.1902,0.9385,0.1553,0.9558,0.8393,0.9341
25,0.1806,0.944,0.182,0.942,0.7851,0.9366
26,0.1728,0.9452,0.1344,0.9591,0.851,0.9533
27,0.1489,0.9541,0.1918,0.9419,0.7735,0.9053
28,0.1605,0.9517,0.1212,0.9653,0.8764,0.9636
29,0.1441,0.9557,0.1403,0.9585,0.8502,0.9593
30,0.1563,0.9486,0.1485,0.9473,0.8198,0.9561
31,0.1559,0.9499,0.1299,0.9596,0.857,0.9596
32,0.1438,0.9561,0.1342,0.9585,0.8484,0.9574
33,0.1529,0.9526,0.1346,0.9547,0.8308,0.9584
34,0.1562,0.9506,0.1332,0.9581,0.8483,0.959
35,0.1446,0.9552,0.1232,0.962,0.8572,0.9611
36,0.1361,0.9596,0.1251,0.9637,0.8634,0.959
37,0.126,0.9644,0.1015,0.9715,0.8969,0.9702
38,0.1368,0.96,0.1214,0.9644,0.8652,0.9641
39,0.1295,0.9626,0.1029,0.9706,0.8922,0.9653
40,0.1551,0.952,0.1505,0.9538,0.828,0.9381
41,0.1564,0.9535,0.1304,0.9603,0.8507,0.9485
42,0.1738,0.9456,0.1785,0.942,0.7797,0.9284
43,0.2264,0.9166,0.219,0.9167,0.6921,0.9156
44,0.2324,0.9102,0.1891,0.9315,0.7427,0.9362
45,0.2061,0.9263,0.1851,0.9343,0.7403,0.9416
46,0.1785,0.9395,0.1459,0.9522,0.8238,0.953
47,0.1673,0.9446,0.1497,0.9522,0.8193,0.9504
48,0.1735,0.9428,0.158,0.9476,0.8075,0.9502
49,0.1602,0.9496,0.1231,0.9621,0.8625,0.9585
50,0.1642,0.9476,0.4093,0.852,0.0,0.5811
