epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0758,0.9744,0.0436,0.9869,0.9562,0.994
2,0.0388,0.9888,0.0325,0.9904,0.968,0.9967
3,0.0291,0.9915,0.0372,0.9904,0.9676,0.9964
4,0.0243,0.9926,0.025,0.994,0.9797,0.9977
5,0.0225,0.9934,0.0227,0.9936,0.9783,0.9981
6,0.0168,0.9949,0.0204,0.994,0.9798,0.9986
7,0.0148,0.9952,0.024,0.9936,0.978,0.9982
8,0.013,0.9961,0.0609,0.9803,0.9373,0.9975
9,0.0123,0.9959,0.0224,0.9937,0.9788,0.9984
10,0.0108,0.9966,0.0229,0.9939,0.9798,0.9982
11,0.009,0.9969,0.0183,0.9949,0.9827,0.9988
12,0.0097,0.9969,0.0239,0.9943,0.981,0.9983
13,0.0083,0.9973,0.0238,0.9942,0.9806,0.9987
14,0.0081,0.9972,0.0242,0.9949,0.9826,0.9979
15,0.0069,0.9976,0.0231,0.9946,0.9818,0.9983
16,0.0065,0.9978,0.0292,0.9938,0.979,0.9968
17,0.0063,0.9978,0.0282,0.9951,0.9833,0.9973
18,0.0054,0.998,0.0288,0.9941,0.9801,0.9968
19,0.0064,0.9978,0.0236,0.9954,0.9845,0.9981
20,0.0052,0.9983,0.0277,0.995,0.9829,0.9977
21,0.0046,0.9983,0.0279,0.9946,0.9816,0.9974
22,0.0036,0.9988,0.0305,0.994,0.9798,0.9967
23,0.0037,0.9987,0.031,0.995,0.983,0.9958
24,0.0034,0.9989,0.0276,0.9944,0.9812,0.9983
25,0.0028,0.9991,0.0292,0.995,0.9829,0.9957
26,0.0033,0.9988,0.027,0.995,0.983,0.998
27,0.0024,0.9992,0.0259,0.995,0.9829,0.9976
28,0.0025,0.9992,0.0371,0.9941,0.98,0.9963
29,0.002,0.9993,0.0318,0.9955,0.9849,0.9972
30,0.0017,0.9995,0.034,0.9953,0.9843,0.9965
31,0.0016,0.9996,0.0343,0.9953,0.9842,0.9976
32,0.0014,0.9995,0.036,0.9948,0.9823,0.9945
33,0.0014,0.9995,0.032,0.9952,0.9836,0.9962
34,0.0007,0.9998,0.0368,0.9954,0.9846,0.9959
35,0.0001,1.0,0.0415,0.9952,0.984,0.9957
36,0.0001,1.0,0.0491,0.9943,0.9807,0.9945
37,0.0012,0.9996,0.0378,0.9952,0.9839,0.9959
38,0.0004,0.9999,0.0384,0.9951,0.9833,0.9962
39,0.0002,0.9999,0.0401,0.9951,0.9833,0.9963
40,0.0,1.0,0.0426,0.9951,0.9833,0.9969
41,0.0,1.0,0.0433,0.9949,0.9827,0.9969
42,0.0,1.0,0.0478,0.9945,0.9814,0.9972
43,0.0,1.0,0.0539,0.9942,0.9805,0.9961
44,0.0,1.0,0.0527,0.9948,0.9824,0.9961
45,0.0,1.0,0.0531,0.9947,0.982,0.996
46,0.0,1.0,0.0526,0.9946,0.9817,0.9958
47,0.0001,1.0,0.0518,0.9949,0.9827,0.9961
48,0.0,1.0,0.0515,0.9947,0.982,0.9961
49,0.0,1.0,0.0504,0.9947,0.982,0.9963
50,0.0001,1.0,0.0516,0.9947,0.982,0.9964
