epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0778,0.9733,0.032,0.9906,0.9688,0.9966
2,0.0412,0.9877,0.0232,0.9929,0.9767,0.998
3,0.0324,0.9908,0.0235,0.993,0.9771,0.9988
4,0.0269,0.9921,0.0263,0.9923,0.9747,0.9987
5,0.0215,0.9936,0.0238,0.9924,0.9752,0.9987
6,0.0185,0.9941,0.0169,0.9946,0.9821,0.9991
7,0.0153,0.9955,0.0224,0.9927,0.9759,0.9986
8,0.0145,0.9953,0.0184,0.9949,0.9831,0.9987
9,0.0129,0.996,0.0138,0.9953,0.9847,0.9991
10,0.0117,0.9964,0.0192,0.9941,0.9809,0.9988
11,0.0101,0.9965,0.0153,0.9958,0.9862,0.9997
12,0.0097,0.997,0.0179,0.9951,0.9837,0.9991
13,0.0083,0.9974,0.0221,0.9933,0.9778,0.9989
14,0.0083,0.9975,0.0177,0.9944,0.9817,0.9995
15,0.008,0.9974,0.0182,0.9946,0.9821,0.9994
16,0.0071,0.9975,0.0162,0.9954,0.985,0.9992
17,0.0064,0.9978,0.0163,0.9952,0.9845,0.9995
18,0.0055,0.998,0.0146,0.9958,0.9862,0.9993
19,0.0045,0.9983,0.0177,0.9959,0.9864,0.9994
20,0.0051,0.9982,0.0206,0.9953,0.9846,0.9987
21,0.0045,0.9982,0.027,0.9937,0.9789,0.9993
22,0.0042,0.9988,0.0177,0.9949,0.9832,0.9995
23,0.0045,0.9986,0.0212,0.9952,0.9844,0.9982
24,0.0034,0.9988,0.016,0.9959,0.9866,0.9991
25,0.0028,0.9989,0.0209,0.9949,0.9833,0.9995
26,0.0025,0.9992,0.0214,0.9957,0.986,0.9988
27,0.0024,0.9993,0.0223,0.9952,0.9842,0.9992
28,0.0029,0.9989,0.0212,0.9958,0.9863,0.9994
29,0.0017,0.9994,0.0262,0.9962,0.9874,0.9974
30,0.0017,0.9994,0.0249,0.9957,0.9859,0.9989
31,0.0012,0.9997,0.0268,0.9964,0.988,0.9972
32,0.0017,0.9994,0.0203,0.9956,0.9857,0.999
33,0.0007,0.9998,0.0261,0.9956,0.9856,0.9981
34,0.0006,0.9998,0.0262,0.9959,0.9866,0.9975
35,0.0007,0.9998,0.0243,0.9968,0.9896,0.9991
36,0.0003,0.9999,0.0285,0.9965,0.9884,0.9982
37,0.0005,0.9999,0.0303,0.996,0.9868,0.9975
38,0.0,1.0,0.0307,0.9964,0.9881,0.9972
39,0.0,1.0,0.033,0.9966,0.989,0.9965
40,0.0,1.0,0.0331,0.9966,0.9887,0.9969
41,0.0,1.0,0.0351,0.9963,0.9878,0.9966
42,0.0,1.0,0.0375,0.9962,0.9875,0.9951
43,0.0,1.0,0.0371,0.9966,0.9887,0.9958
44,0.0001,1.0,0.0371,0.9963,0.9878,0.9957
45,0.0001,1.0,0.0355,0.9963,0.9878,0.9967
46,0.0,1.0,0.0356,0.9963,0.9878,0.9966
47,0.0,1.0,0.0361,0.9961,0.9872,0.9971
48,0.0,1.0,0.035,0.9962,0.9875,0.9969
49,0.0,1.0,0.0358,0.9963,0.9878,0.997
50,0.0,1.0,0.0354,0.9961,0.9872,0.9967
