epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.074,0.9754,0.0536,0.9864,0.952,0.9972
2,0.0405,0.9874,0.0219,0.9937,0.9782,0.9991
3,0.0307,0.9911,0.0223,0.9925,0.9751,0.9989
4,0.0263,0.9921,0.0177,0.9947,0.9818,0.9996
5,0.0228,0.9934,0.0161,0.9956,0.9852,0.9995
6,0.019,0.9942,0.0152,0.9954,0.9844,0.9996
7,0.0167,0.9948,0.0135,0.9961,0.9867,0.9996
8,0.0145,0.9957,0.0124,0.9959,0.986,0.9997
9,0.0136,0.9959,0.0132,0.9967,0.9889,0.9995
10,0.0123,0.9959,0.018,0.9951,0.9834,0.9993
11,0.0098,0.9968,0.0147,0.996,0.9864,0.9994
12,0.0096,0.9971,0.0158,0.9962,0.987,0.9993
13,0.0083,0.9971,0.0154,0.9952,0.9837,0.9996
14,0.0084,0.9971,0.013,0.997,0.9899,0.9995
15,0.0068,0.9975,0.0194,0.9944,0.9812,0.9987
16,0.0074,0.9975,0.0172,0.996,0.9865,0.9989
17,0.0058,0.9981,0.0146,0.9959,0.9861,0.9994
18,0.0059,0.9979,0.0146,0.9964,0.9877,0.9996
19,0.005,0.9984,0.0179,0.9966,0.9886,0.9989
20,0.0057,0.998,0.0154,0.9968,0.9892,0.9996
21,0.0046,0.9984,0.0161,0.9966,0.9883,0.9986
22,0.0046,0.9984,0.0174,0.9963,0.9874,0.999
23,0.0042,0.9984,0.0188,0.9959,0.9861,0.9988
24,0.0031,0.9991,0.0182,0.9962,0.9871,0.9989
25,0.0034,0.9989,0.0186,0.9966,0.9883,0.9991
26,0.0027,0.999,0.0152,0.9963,0.9874,0.9991
27,0.0025,0.9992,0.0196,0.9966,0.9883,0.9974
28,0.0022,0.9993,0.0162,0.9968,0.9892,0.9982
29,0.0018,0.9995,0.0171,0.9965,0.988,0.9996
30,0.0014,0.9996,0.0192,0.9971,0.9902,0.9985
31,0.0019,0.9994,0.0209,0.9966,0.9883,0.9981
32,0.0011,0.9995,0.0195,0.9967,0.9889,0.998
33,0.0006,0.9998,0.0189,0.9971,0.9902,0.9985
34,0.001,0.9997,0.02,0.9967,0.989,0.9987
35,0.001,0.9996,0.0216,0.997,0.9899,0.998
36,0.0003,0.9999,0.0262,0.996,0.9864,0.9987
37,0.0,1.0,0.0284,0.9964,0.9877,0.9984
38,0.0,1.0,0.0266,0.9967,0.9889,0.9975
39,0.0003,0.9999,0.0342,0.9953,0.9843,0.9983
40,0.0004,0.9999,0.0297,0.996,0.9864,0.9979
41,0.0002,0.9999,0.0288,0.9966,0.9883,0.9975
42,0.0,1.0,0.0271,0.9969,0.9896,0.9976
43,0.0,1.0,0.0282,0.9967,0.989,0.9976
44,0.0,1.0,0.0289,0.9966,0.9883,0.9979
45,0.0,1.0,0.0301,0.9965,0.988,0.9977
46,nan,0.9474,nan,0.852,0.0,0.0
47,nan,0.8487,nan,0.852,0.0,0.0
48,nan,0.8487,nan,0.852,0.0,0.0
49,nan,0.8487,nan,0.852,0.0,0.0
50,nan,0.8487,nan,0.852,0.0,0.0
