epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0745,0.9735,0.0325,0.9902,0.9679,0.997
2,0.04,0.9887,0.0224,0.9942,0.9808,0.9985
3,0.0309,0.9906,0.0337,0.9905,0.9686,0.9981
4,0.0247,0.9927,0.0225,0.9932,0.9775,0.9984
5,0.0207,0.9939,0.0188,0.9952,0.9844,0.9987
6,0.0172,0.9947,0.0159,0.9954,0.9849,0.9994
7,0.0152,0.9951,0.0283,0.9925,0.9751,0.9988
8,0.0125,0.996,0.0144,0.9953,0.9847,0.9989
9,0.0121,0.9962,0.0154,0.9956,0.9855,0.9992
10,0.0104,0.9968,0.0221,0.9926,0.9761,0.9991
11,0.0097,0.9967,0.0128,0.9968,0.9896,0.9994
12,0.0089,0.9969,0.0177,0.9956,0.9857,0.9986
13,0.0082,0.9973,0.0157,0.9958,0.9863,0.9988
14,0.0075,0.9977,0.0172,0.9956,0.9856,0.9992
15,0.0069,0.9976,0.0242,0.994,0.9804,0.9985
16,0.0062,0.998,0.0173,0.9948,0.9829,0.999
17,0.0054,0.998,0.0188,0.9946,0.9824,0.9986
18,0.0059,0.998,0.0138,0.9959,0.9866,0.9992
19,0.0048,0.9984,0.0187,0.9958,0.9862,0.999
20,nan,0.8718,nan,0.8472,0.0,0.0
21,nan,0.8495,nan,0.8472,0.0,0.0
22,nan,0.8495,nan,0.8472,0.0,0.0
23,nan,0.8495,nan,0.8472,0.0,0.0
24,nan,0.8495,nan,0.8472,0.0,0.0
25,nan,0.8495,nan,0.8472,0.0,0.0
26,nan,0.8495,nan,0.8472,0.0,0.0
27,nan,0.8495,nan,0.8472,0.0,0.0
28,nan,0.8495,nan,0.8472,0.0,0.0
29,nan,0.8495,nan,0.8472,0.0,0.0
30,nan,0.8495,nan,0.8472,0.0,0.0
31,nan,0.8495,nan,0.8472,0.0,0.0
32,nan,0.8495,nan,0.8472,0.0,0.0
33,nan,0.8495,nan,0.8472,0.0,0.0
34,nan,0.8495,nan,0.8472,0.0,0.0
35,nan,0.8495,nan,0.8472,0.0,0.0
36,nan,0.8495,nan,0.8472,0.0,0.0
37,nan,0.8495,nan,0.8472,0.0,0.0
38,nan,0.8495,nan,0.8472,0.0,0.0
39,nan,0.8495,nan,0.8472,0.0,0.0
40,nan,0.8495,nan,0.8472,0.0,0.0
41,nan,0.8495,nan,0.8472,0.0,0.0
42,nan,0.8495,nan,0.8472,0.0,0.0
43,nan,0.8495,nan,0.8472,0.0,0.0
44,nan,0.8495,nan,0.8472,0.0,0.0
45,nan,0.8495,nan,0.8472,0.0,0.0
46,nan,0.8495,nan,0.8472,0.0,0.0
47,nan,0.8495,nan,0.8472,0.0,0.0
48,nan,0.8495,nan,0.8472,0.0,0.0
49,nan,0.8495,nan,0.8472,0.0,0.0
50,nan,0.8495,nan,0.8472,0.0,0.0
