epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.4999,0.7951,0.4254,0.852,0.0,0.5213
2,0.1567,0.9475,0.0562,0.9832,0.9413,0.992
3,0.0699,0.9804,0.0633,0.9817,0.9398,0.9925
4,0.0653,0.9818,0.0636,0.9788,0.9241,0.9945
5,0.0581,0.9834,0.0424,0.9882,0.9605,0.9969
6,0.0528,0.985,0.043,0.987,0.957,0.9974
7,0.0513,0.9856,0.0351,0.9897,0.9645,0.996
8,0.0414,0.9881,0.0577,0.9849,0.9464,0.997
9,0.0417,0.988,0.0458,0.9884,0.9596,0.9969
10,0.0395,0.9884,0.0373,0.9888,0.962,0.9975
11,0.0373,0.9896,0.0332,0.9913,0.9702,0.9975
12,0.0346,0.9906,0.0241,0.9928,0.9757,0.9985
13,0.0296,0.9917,0.0255,0.9933,0.977,0.9988
14,0.0285,0.9923,0.0228,0.9937,0.9786,0.9988
15,0.0261,0.9923,0.0239,0.9935,0.9778,0.9991
16,0.0273,0.992,0.0233,0.9939,0.9794,0.9982
17,0.0261,0.9928,0.0285,0.9932,0.9766,0.9973
18,0.0225,0.9937,0.0187,0.9947,0.9819,0.9987
19,0.0185,0.9948,0.025,0.9935,0.9779,0.9988
20,0.02,0.9942,0.0234,0.993,0.9765,0.9988
21,0.0206,0.9943,0.0193,0.9949,0.9827,0.9987
22,0.0174,0.9952,0.02,0.995,0.9828,0.9991
23,0.0158,0.9954,0.0195,0.9948,0.9823,0.9993
24,0.0151,0.9955,0.0156,0.9952,0.9835,0.9994
25,0.0123,0.9965,0.0196,0.9952,0.984,0.9988
26,0.0116,0.9968,0.0229,0.9938,0.9791,0.9986
27,0.0108,0.9971,0.0205,0.9957,0.9855,0.9988
28,0.0119,0.9969,0.0178,0.9952,0.9836,0.9991
29,0.0087,0.9977,0.0224,0.9952,0.9839,0.9986
30,0.0089,0.9977,0.0218,0.9947,0.9819,0.9986
31,0.0088,0.9974,0.0192,0.9955,0.9849,0.9992
32,0.0065,0.9982,0.0222,0.9952,0.9839,0.9988
33,0.0053,0.9984,0.023,0.9955,0.9848,0.9984
34,0.0048,0.9986,0.0226,0.9952,0.9838,0.9985
35,0.0031,0.9991,0.0257,0.995,0.983,0.9984
36,0.003,0.9991,0.0308,0.9951,0.9831,0.9981
37,0.0019,0.9995,0.027,0.9952,0.9839,0.9981
38,0.0013,0.9996,0.0283,0.996,0.9864,0.9983
39,0.0015,0.9995,0.0234,0.9963,0.9874,0.9987
40,0.0006,0.9998,0.0268,0.9964,0.9877,0.9985
41,0.0002,0.9999,0.027,0.9963,0.9874,0.9988
42,0.0004,0.9999,0.0297,0.9962,0.9871,0.9988
43,0.0003,0.9999,0.0343,0.9957,0.9854,0.9982
44,0.0004,0.9999,0.0341,0.996,0.9864,0.9986
45,0.0001,1.0,0.0351,0.9957,0.9855,0.9983
46,0.0001,1.0,0.0354,0.9958,0.9858,0.9981
47,0.0,1.0,0.0349,0.9958,0.9858,0.9981
48,0.0,1.0,0.0361,0.9957,0.9855,0.9983
49,0.0001,1.0,0.0347,0.9962,0.987,0.9981
50,0.0,1.0,0.0358,0.9956,0.9852,0.9982
