epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0755,0.9748,0.0502,0.9852,0.948,0.9965
2,0.0422,0.9872,0.0264,0.9928,0.9756,0.9988
3,0.0317,0.991,0.0204,0.9939,0.9797,0.9994
4,0.0263,0.9921,0.0161,0.9955,0.9848,0.999
5,0.0228,0.993,0.0173,0.9954,0.9846,0.9988
6,0.0171,0.9948,0.0151,0.9962,0.987,0.9996
7,0.0162,0.9951,0.0129,0.9961,0.9867,0.9996
8,0.0141,0.9958,0.0121,0.9966,0.9883,0.9997
9,0.013,0.9959,0.012,0.9961,0.9867,0.9996
10,0.0113,0.9962,0.0123,0.9961,0.9868,0.9998
11,0.0091,0.997,0.0128,0.9961,0.9868,0.9997
12,0.0098,0.9968,0.013,0.997,0.9899,0.9992
13,0.0084,0.9974,0.0123,0.9965,0.988,0.9994
14,0.0093,0.9968,0.0119,0.9964,0.9877,0.9991
15,0.0074,0.9974,0.0138,0.9963,0.9874,0.9993
16,0.0063,0.9977,0.0145,0.9966,0.9883,0.999
17,0.0065,0.9976,0.0168,0.9963,0.9874,0.9991
18,0.0061,0.9979,0.0153,0.9966,0.9886,0.9986
19,0.0049,0.9985,0.0139,0.9966,0.9886,0.9985
20,0.0047,0.9983,0.0139,0.9968,0.9892,0.9993
21,0.0046,0.9984,0.0129,0.9973,0.9908,0.9995
22,0.0049,0.9985,0.0161,0.9965,0.988,0.9984
23,0.0042,0.9985,0.0148,0.9966,0.9886,0.9986
24,0.0034,0.9988,0.014,0.9962,0.9871,0.9994
25,0.0036,0.9988,0.0164,0.9966,0.9887,0.9992
26,0.0029,0.9991,0.0167,0.9958,0.9859,0.9992
27,0.0024,0.9991,0.0156,0.9971,0.9902,0.9991
28,0.002,0.9993,0.0155,0.9973,0.9908,0.9991
29,0.0022,0.9994,0.0159,0.9968,0.9892,0.999
30,0.0018,0.9995,0.0172,0.9968,0.9893,0.9987
31,0.0014,0.9996,0.0199,0.9962,0.9871,0.9993
32,0.001,0.9996,0.0198,0.9959,0.9861,0.9987
33,0.001,0.9997,0.0178,0.9971,0.9902,0.9992
34,0.0008,0.9997,0.0259,0.9966,0.9883,0.9978
35,0.0007,0.9998,0.0195,0.997,0.9899,0.9988
36,0.0006,0.9998,0.0192,0.9975,0.9915,0.9992
37,0.0003,0.9999,0.0223,0.9968,0.9893,0.9986
38,0.0001,1.0,0.0312,0.9961,0.9868,0.9968
39,0.0003,0.9999,0.0269,0.9971,0.9902,0.9967
40,0.0,1.0,0.0273,0.9969,0.9896,0.9965
41,0.0005,0.9999,0.0275,0.9967,0.9889,0.9976
42,0.0,1.0,0.0279,0.9967,0.9889,0.9977
43,0.0,1.0,0.0284,0.9967,0.9889,0.9978
44,0.0,1.0,0.0289,0.9966,0.9886,0.9978
45,0.0,1.0,0.029,0.9967,0.9889,0.9971
46,0.0,1.0,0.0289,0.9968,0.9892,0.9971
47,0.0,1.0,0.0292,0.9968,0.9892,0.9973
48,0.0,1.0,0.0293,0.9966,0.9886,0.9971
49,0.0,1.0,0.0296,0.9966,0.9886,0.9972
50,0.0,1.0,0.0291,0.9966,0.9886,0.9972
