epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0986,0.9696,0.0478,0.9849,0.9481,0.9943
2,0.0479,0.9848,0.0433,0.9866,0.9536,0.9946
3,0.0378,0.9873,0.0388,0.9889,0.962,0.9961
4,0.0312,0.9905,0.0366,0.9897,0.9645,0.9962
5,0.0287,0.9902,0.0339,0.9898,0.9652,0.9977
6,0.025,0.9916,0.0327,0.9903,0.9671,0.9973
7,0.0233,0.9919,0.033,0.9911,0.9694,0.997
8,0.0207,0.9931,0.0332,0.9904,0.9672,0.9973
9,0.0212,0.9933,0.0319,0.9919,0.9725,0.9975
10,0.0184,0.994,0.0328,0.991,0.9692,0.9972
11,0.0167,0.9943,0.0342,0.9907,0.9684,0.9975
12,0.0158,0.9945,0.0339,0.9921,0.9731,0.9976
13,0.015,0.9949,0.0335,0.9915,0.9714,0.9974
14,0.0142,0.9952,0.037,0.9912,0.9703,0.9961
15,0.0138,0.9952,0.0368,0.9906,0.9682,0.997
16,0.0128,0.9958,0.0389,0.9918,0.9722,0.9968
17,0.0125,0.9958,0.0343,0.9925,0.9744,0.9973
18,0.0138,0.9954,0.0342,0.9923,0.9738,0.9976
19,0.0113,0.9958,0.0389,0.9927,0.9753,0.996
20,0.0096,0.9967,0.0398,0.992,0.973,0.9969
21,0.0103,0.9964,0.0399,0.9919,0.9724,0.9971
22,0.0112,0.9962,0.0376,0.9925,0.9744,0.9968
23,0.0108,0.9962,0.0386,0.9923,0.9738,0.9967
24,0.0095,0.9967,0.041,0.9914,0.9709,0.997
25,0.0098,0.9967,0.0397,0.9932,0.9769,0.9966
26,0.0094,0.9969,0.0385,0.993,0.9762,0.9968
27,0.0097,0.9967,0.0383,0.9933,0.9773,0.997
28,0.0083,0.9973,0.0443,0.9925,0.9748,0.9966
29,0.0085,0.9971,0.0399,0.9929,0.976,0.9973
30,0.0085,0.9973,0.0377,0.9928,0.9756,0.997
31,0.0086,0.9969,0.039,0.9937,0.9785,0.9971
32,0.0073,0.9976,0.0389,0.993,0.9764,0.9974
33,0.0075,0.9975,0.0438,0.9922,0.9735,0.9972
34,0.0078,0.9975,0.0452,0.9919,0.9726,0.9961
35,0.0077,0.9973,0.0471,0.992,0.9728,0.9966
36,0.0073,0.9974,0.0446,0.9925,0.9744,0.9962
37,0.007,0.9978,0.0438,0.9925,0.9744,0.9966
38,0.0064,0.9977,0.0466,0.9921,0.9731,0.9971
39,0.0067,0.9977,0.0465,0.9924,0.974,0.9969
40,0.0066,0.9977,0.0443,0.9931,0.9767,0.997
41,0.0066,0.9976,0.047,0.9925,0.9744,0.9969
42,0.0056,0.998,0.0515,0.992,0.9729,0.9967
43,0.0062,0.9979,0.0529,0.9917,0.9717,0.9958
44,0.0061,0.9978,0.0512,0.9925,0.9747,0.9962
45,0.0066,0.9979,0.0484,0.9928,0.9757,0.9961
46,0.0064,0.9978,0.0493,0.9927,0.9753,0.9961
47,0.0056,0.9982,0.0526,0.992,0.9727,0.9964
48,0.0061,0.9981,0.0477,0.9927,0.9753,0.9967
49,0.0061,0.9981,0.0477,0.9923,0.9738,0.9968
50,0.0056,0.9977,0.0441,0.9929,0.976,0.9971
