k,source_f1_initial,source_f1_final,forgetting,target_f1
10,0.9885412281932557,0.9845132743362832,0.0040279538569725215,0.38865280482085246
50,0.9885412281932557,0.8271804337794185,0.16136079441383722,0.6186433243330182
100,0.9885412281932557,0.8047868362004488,0.18375439199280696,0.6678703735591186
500,0.9885412281932557,0.5126371006199333,0.47590412757332246,0.7826019889225786
