epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0871,0.9703,0.0531,0.9843,0.9483,0.9941
2,0.0418,0.9871,0.0367,0.9882,0.9587,0.9966
3,0.032,0.9902,0.0437,0.9856,0.9527,0.9972
4,0.0264,0.9926,0.0281,0.9927,0.9751,0.9964
5,0.0231,0.993,0.0293,0.9905,0.9683,0.9974
6,0.0188,0.9942,0.0301,0.9925,0.9744,0.9975
7,0.0174,0.9946,0.0227,0.9938,0.979,0.9976
8,0.0142,0.9956,0.0299,0.9901,0.9674,0.9985
9,0.0132,0.9957,0.0266,0.9925,0.9741,0.9976
10,0.0129,0.996,0.0246,0.9933,0.9772,0.9976
11,0.0109,0.9965,0.0209,0.9948,0.9825,0.9982
12,0.0111,0.9962,0.0238,0.9936,0.9783,0.9984
13,0.0099,0.9969,0.0289,0.9927,0.9752,0.998
14,0.0082,0.9973,0.0248,0.9941,0.9801,0.997
15,0.0083,0.9973,0.0209,0.9949,0.9827,0.9963
16,0.0079,0.9974,0.0231,0.9955,0.9849,0.9979
17,0.0071,0.9975,0.0237,0.9948,0.9823,0.998
18,0.0065,0.9978,0.0287,0.9942,0.9804,0.9967
19,0.0051,0.9982,0.0244,0.9948,0.9825,0.9978
20,0.0057,0.9979,0.0236,0.9946,0.9817,0.9981
21,0.0048,0.9984,0.0288,0.9949,0.9827,0.9972
22,0.0044,0.9985,0.0302,0.9928,0.9761,0.9976
23,0.004,0.9987,0.0251,0.9944,0.9812,0.9974
24,0.004,0.9987,0.0276,0.9951,0.9832,0.9978
25,0.0029,0.9991,0.0257,0.9947,0.9821,0.9979
26,0.0025,0.9993,0.0299,0.9937,0.9789,0.9984
27,0.0036,0.9988,0.0269,0.9948,0.9825,0.998
28,0.0017,0.9994,0.0256,0.9959,0.9862,0.9975
29,0.0015,0.9994,0.0357,0.9951,0.9833,0.9965
30,0.0022,0.9994,0.0321,0.9954,0.9846,0.9977
31,0.0014,0.9995,0.0325,0.9949,0.9827,0.9971
32,0.0013,0.9995,0.0308,0.9952,0.9839,0.9974
33,0.0011,0.9997,0.0367,0.9947,0.982,0.9975
34,0.0008,0.9998,0.0344,0.995,0.9831,0.9973
35,0.0005,0.9998,0.0363,0.9953,0.9843,0.9971
36,0.001,0.9997,0.0366,0.9948,0.9824,0.9977
37,0.0009,0.9998,0.0381,0.9953,0.9843,0.9969
38,0.0004,0.9998,0.0369,0.9949,0.9827,0.998
39,0.0001,1.0,0.0361,0.9955,0.9849,0.9976
40,0.0,1.0,0.0393,0.9954,0.9846,0.9982
41,0.0,1.0,0.0399,0.9955,0.9849,0.9982
42,0.0,1.0,0.046,0.9949,0.9826,0.998
43,0.0,1.0,0.0433,0.9952,0.984,0.9977
44,0.0,1.0,0.0425,0.9952,0.9837,0.9976
45,0.0,1.0,0.0436,0.9953,0.9843,0.9976
46,0.0,1.0,0.0448,0.9952,0.9836,0.9974
47,0.0,1.0,0.0444,0.9954,0.9846,0.9976
48,0.0,1.0,0.0447,0.9952,0.9836,0.9975
49,0.0,1.0,0.0455,0.995,0.983,0.9972
50,0.0,1.0,0.0449,0.9952,0.984,0.9974
