k,source_f1_initial,source_f1_final,forgetting,target_f1
10,0.6690569317687962,0.6336815598734135,0.03537537189538276,0.4279635328556499
50,0.4600490446510677,0.5160995921626786,-0.056050547511610926,0.5281066539992668
100,0.4865420610022935,0.3911049772949871,0.09543708370730641,0.5698562825211981
500,0.4685263765787029,0.36086540302508135,0.10766097355362153,0.6964313725490197
