epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0882,0.9709,0.0362,0.9896,0.9661,0.995
2,0.041,0.9881,0.0292,0.991,0.9703,0.9963
3,0.034,0.9898,0.0275,0.9916,0.9726,0.9974
4,0.0288,0.9912,0.0199,0.9947,0.9824,0.9989
5,0.0236,0.9929,0.043,0.987,0.958,0.9978
6,0.0188,0.9942,0.0178,0.9943,0.9812,0.9991
7,0.0171,0.9946,0.021,0.9938,0.9792,0.9986
8,0.0155,0.9953,0.0168,0.9952,0.984,0.999
9,0.0136,0.9959,0.0162,0.9954,0.985,0.9991
10,0.0124,0.9962,0.017,0.995,0.9834,0.9992
11,0.0123,0.996,0.0154,0.9956,0.9856,0.999
12,0.01,0.9967,0.0175,0.9947,0.9826,0.9992
13,0.0102,0.9967,0.0201,0.9937,0.9794,0.9992
14,0.0089,0.9968,0.0133,0.9962,0.9874,0.9996
15,0.0071,0.9974,0.0225,0.994,0.9803,0.9992
16,0.007,0.9976,0.0167,0.9961,0.9871,0.9993
17,0.0066,0.9977,0.0147,0.9971,0.9905,0.9988
18,0.0058,0.998,0.0224,0.9963,0.9877,0.9989
19,0.0059,0.998,0.0208,0.9961,0.9871,0.9985
20,0.0054,0.998,0.0154,0.9961,0.9871,0.9984
21,0.0048,0.998,0.0182,0.9959,0.9865,0.999
22,0.0041,0.9986,0.0193,0.9954,0.985,0.9991
23,0.004,0.9986,0.0162,0.9952,0.9845,0.999
24,0.0039,0.9986,0.0181,0.996,0.9868,0.9993
25,0.0033,0.9988,0.0197,0.9952,0.9845,0.9994
26,0.0028,0.9991,0.0184,0.9963,0.9877,0.9992
27,0.0025,0.9992,0.0164,0.9965,0.9883,0.9995
28,0.003,0.9989,0.0216,0.9952,0.9839,0.9989
29,0.0019,0.9993,0.0205,0.9953,0.9847,0.9991
30,0.0014,0.9996,0.0192,0.9972,0.9908,0.9989
31,0.0017,0.9994,0.0235,0.9948,0.9827,0.9988
32,0.0011,0.9997,0.0192,0.9969,0.9899,0.9985
33,0.0003,0.9999,0.0252,0.9966,0.9886,0.9984
34,0.001,0.9997,0.0308,0.9955,0.9852,0.9978
35,0.001,0.9996,0.0183,0.9966,0.989,0.9993
36,0.0005,0.9998,0.0201,0.9968,0.9896,0.9988
37,0.0004,0.9999,0.0203,0.9969,0.9899,0.9993
38,0.0001,1.0,0.0207,0.9973,0.9911,0.9987
39,0.0,1.0,0.0211,0.9973,0.9911,0.9984
40,0.0,1.0,0.0218,0.9971,0.9905,0.9981
41,0.0,1.0,0.0315,0.9965,0.9883,0.997
42,0.0002,1.0,0.0288,0.9967,0.9892,0.9976
43,0.0001,1.0,0.0259,0.9967,0.9893,0.9982
44,0.0,1.0,0.0262,0.9967,0.9893,0.998
45,0.0,1.0,0.0281,0.9966,0.9887,0.9979
46,0.0,1.0,0.0267,0.9967,0.9893,0.9979
47,0.0,1.0,0.0267,0.9966,0.9887,0.9979
48,0.0,1.0,0.0261,0.9966,0.989,0.9978
49,0.0,1.0,0.027,0.9966,0.9887,0.9979
50,0.0,1.0,0.0258,0.9966,0.9887,0.9977
