epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0467,0.984,0.0338,0.9908,0.9693,0.9968
2,0.0229,0.993,0.0272,0.9927,0.9759,0.9975
3,0.0183,0.9944,0.016,0.995,0.9834,0.9994
4,0.0163,0.9947,0.016,0.9952,0.9842,0.9996
5,0.0144,0.9953,0.0182,0.9941,0.9805,0.9994
6,0.0148,0.9949,0.0174,0.9946,0.982,0.9997
7,0.0103,0.9964,0.0143,0.996,0.9868,0.9994
8,0.0097,0.9967,0.0157,0.9947,0.9825,0.9996
9,0.0087,0.9971,0.0159,0.9958,0.9862,0.9996
10,0.0076,0.9974,0.0128,0.9965,0.9884,0.9996
11,0.0066,0.9977,0.0128,0.9966,0.9887,0.9996
12,0.0063,0.9979,0.0123,0.9964,0.9881,0.9996
13,0.0058,0.9979,0.0122,0.997,0.9902,0.9996
14,0.0051,0.9982,0.0135,0.9963,0.9878,0.9995
15,0.0046,0.9983,0.0141,0.9967,0.9893,0.9995
16,0.0043,0.9986,0.0165,0.996,0.9869,0.9996
17,0.0041,0.9985,0.0157,0.9966,0.9887,0.9993
18,0.0037,0.9986,0.0143,0.9966,0.989,0.9996
19,0.0036,0.9987,0.016,0.9969,0.9899,0.9994
20,0.0042,0.9986,0.016,0.9967,0.9893,0.9996
21,0.0029,0.9989,0.0154,0.9965,0.9884,0.9997
22,0.0025,0.9991,0.0233,0.9962,0.9874,0.9993
23,0.003,0.999,0.0193,0.9952,0.9845,0.9996
24,0.0031,0.999,0.0179,0.9964,0.9881,0.9995
25,0.0017,0.9994,0.0213,0.9964,0.9881,0.9994
26,0.0032,0.9989,0.0179,0.9967,0.9893,0.9994
27,0.0015,0.9994,0.0187,0.9965,0.9884,0.9995
28,0.0023,0.999,0.0299,0.9958,0.9862,0.9994
29,0.0028,0.999,0.0199,0.9964,0.988,0.9996
30,0.0015,0.9996,0.0206,0.9966,0.9887,0.9995
31,0.0015,0.9995,0.0211,0.9965,0.9883,0.9994
32,0.0019,0.9993,0.0252,0.996,0.9868,0.9994
33,0.002,0.9993,0.0173,0.9964,0.9881,0.9996
34,0.0016,0.9995,0.02,0.9966,0.9887,0.9997
35,0.001,0.9997,0.0203,0.9964,0.9881,0.9996
36,0.0009,0.9997,0.0152,0.9968,0.9896,0.9998
37,0.0021,0.9994,0.0234,0.9964,0.988,0.9995
38,0.0024,0.9993,0.0178,0.9968,0.9896,0.9995
39,0.0011,0.9996,0.0199,0.9969,0.9899,0.9997
40,0.0012,0.9996,0.0193,0.9967,0.9893,0.9994
41,0.0012,0.9996,0.0163,0.9969,0.9899,0.9996
42,0.001,0.9997,0.0216,0.9964,0.9881,0.9996
43,0.0013,0.9997,0.0186,0.9964,0.988,0.9997
44,0.0012,0.9997,0.0159,0.997,0.9902,0.9997
45,0.0016,0.9994,0.0199,0.9973,0.9911,0.9996
46,0.0004,0.9999,0.0236,0.9959,0.9866,0.9996
47,0.001,0.9996,0.0188,0.9971,0.9905,0.9996
48,0.0008,0.9997,0.0179,0.9969,0.9899,0.9997
49,0.0017,0.9995,0.0213,0.9972,0.9908,0.9996
50,0.0002,0.9999,0.0261,0.9963,0.9877,0.9995
