epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0449,0.9852,0.0417,0.9879,0.9578,0.9967
2,0.0215,0.9934,0.0248,0.9925,0.9746,0.9972
3,0.0165,0.9947,0.0305,0.9904,0.9681,0.9985
4,0.014,0.9956,0.0245,0.9924,0.9739,0.9987
5,0.0131,0.9956,0.0211,0.9941,0.9802,0.9989
6,0.0106,0.9964,0.0288,0.9926,0.9754,0.9976
7,0.01,0.9966,0.0185,0.9952,0.9839,0.9992
8,0.0084,0.9972,0.02,0.9947,0.9821,0.9988
9,0.0083,0.9972,0.0243,0.9941,0.9802,0.9982
10,0.0067,0.9977,0.0214,0.9947,0.9821,0.9987
11,0.0061,0.9983,0.0245,0.9945,0.9815,0.9988
12,0.0062,0.9978,0.0313,0.9944,0.981,0.997
13,0.0043,0.9983,0.0287,0.9945,0.9815,0.9978
14,0.0046,0.9982,0.0306,0.9937,0.9787,0.9978
15,0.0043,0.9985,0.0245,0.9953,0.9843,0.9986
16,0.0038,0.9987,0.0272,0.9954,0.9846,0.9983
17,0.0035,0.9988,0.0261,0.9955,0.9849,0.9988
18,0.0032,0.9989,0.0279,0.9955,0.9849,0.9982
19,0.0035,0.9989,0.0248,0.9959,0.9862,0.9985
20,0.0026,0.9991,0.029,0.9957,0.9855,0.9981
21,0.0029,0.9989,0.0292,0.9955,0.9849,0.9984
22,0.0028,0.9991,0.0292,0.9952,0.9836,0.999
23,0.0023,0.9992,0.0362,0.9945,0.9815,0.9983
24,0.0025,0.9991,0.0321,0.9953,0.9843,0.9981
25,0.0016,0.9995,0.0396,0.9938,0.979,0.9976
26,0.0034,0.9991,0.0299,0.9929,0.9764,0.9984
27,0.0013,0.9995,0.0325,0.9948,0.9825,0.9984
28,0.0014,0.9995,0.0371,0.9952,0.9836,0.9979
29,0.0019,0.9993,0.0395,0.9949,0.9827,0.9976
30,0.002,0.9993,0.0324,0.9945,0.9814,0.9985
31,0.0018,0.9994,0.0329,0.9952,0.9836,0.9987
32,0.0017,0.9995,0.0294,0.9951,0.9834,0.9985
33,0.0013,0.9995,0.0326,0.9953,0.9843,0.9985
34,0.0018,0.9994,0.0308,0.9951,0.9833,0.9989
35,0.002,0.9994,0.0268,0.9952,0.9837,0.9988
36,0.0017,0.9994,0.0313,0.9954,0.9845,0.9985
37,0.0005,0.9998,0.0327,0.9956,0.9852,0.9989
38,0.001,0.9996,0.0302,0.9949,0.9828,0.9983
39,0.0016,0.9994,0.0397,0.995,0.983,0.9983
40,0.0012,0.9996,0.0374,0.9944,0.9812,0.9985
41,0.0012,0.9997,0.0414,0.9946,0.9818,0.9979
42,0.001,0.9999,0.0457,0.9946,0.9817,0.9983
43,0.0019,0.9996,0.0363,0.9952,0.9837,0.9983
44,0.0008,0.9997,0.0395,0.9947,0.9821,0.998
45,0.0012,0.9996,0.0351,0.995,0.9831,0.9981
46,0.0017,0.9995,0.0334,0.9955,0.9849,0.9979
47,0.0013,0.9996,0.0312,0.9956,0.9852,0.9989
48,0.0002,0.9999,0.0328,0.9956,0.9852,0.9988
49,0.0004,1.0,0.0348,0.9952,0.9839,0.9989
50,0.0009,0.9998,0.0359,0.995,0.983,0.9982
