epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0774,0.9733,0.0322,0.9908,0.9694,0.9972
2,0.037,0.9887,0.0198,0.9941,0.9803,0.9987
3,0.0292,0.9914,0.0213,0.994,0.9801,0.9978
4,0.0253,0.9926,0.0192,0.994,0.98,0.9992
5,0.0222,0.9935,0.0183,0.995,0.9831,0.9982
6,0.018,0.9949,0.0195,0.9939,0.9797,0.9988
7,0.0156,0.9954,0.0224,0.9936,0.9787,0.999
8,0.014,0.9955,0.016,0.9955,0.985,0.9991
9,0.0134,0.9959,0.0197,0.9949,0.9828,0.9988
10,0.0108,0.9965,0.023,0.9931,0.9771,0.9989
11,0.0102,0.9967,0.0158,0.9954,0.9847,0.9989
12,0.0092,0.9968,0.0276,0.9933,0.9778,0.9977
13,0.0084,0.997,0.0166,0.9957,0.9857,0.9991
14,0.0084,0.9973,0.0197,0.995,0.983,0.9992
15,0.0065,0.9977,0.0204,0.9941,0.9806,0.9984
16,0.0068,0.9977,0.0163,0.9959,0.9863,0.9987
17,0.0064,0.9978,0.0152,0.9954,0.9847,0.9995
18,0.0057,0.998,0.0187,0.996,0.9866,0.9993
19,0.0052,0.9982,0.0241,0.9951,0.9835,0.999
20,0.005,0.9983,0.021,0.9944,0.9813,0.9989
21,0.0053,0.9983,0.0153,0.9958,0.986,0.9995
22,0.0043,0.9986,0.0186,0.9952,0.9842,0.9992
23,0.003,0.9988,0.021,0.9952,0.9841,0.999
24,0.0032,0.9991,0.0237,0.9954,0.9847,0.9994
25,0.0027,0.999,0.0203,0.9953,0.9845,0.9996
26,0.003,0.999,0.0199,0.9954,0.9848,0.9991
27,0.0026,0.9993,0.0195,0.9959,0.9863,0.9988
28,0.0023,0.9992,0.0214,0.9962,0.9872,0.999
29,0.0018,0.9994,0.0295,0.9958,0.9859,0.9974
30,0.002,0.9994,0.0205,0.9961,0.9869,0.9987
31,0.0015,0.9996,0.0232,0.9961,0.9869,0.9982
32,0.001,0.9997,0.023,0.9958,0.986,0.9986
33,0.0002,1.0,0.0303,0.9965,0.9882,0.998
34,0.0013,0.9996,0.0272,0.9954,0.9848,0.9981
35,0.0009,0.9997,0.0268,0.9958,0.986,0.9978
36,0.0005,0.9999,0.0307,0.996,0.9866,0.998
37,0.0002,0.9999,0.0331,0.9963,0.9875,0.998
38,nan,0.8559,nan,0.8498,0.0,0.0
39,nan,0.8491,nan,0.8498,0.0,0.0
40,nan,0.8491,nan,0.8498,0.0,0.0
41,nan,0.8491,nan,0.8498,0.0,0.0
42,nan,0.8491,nan,0.8498,0.0,0.0
43,nan,0.8491,nan,0.8498,0.0,0.0
44,nan,0.8491,nan,0.8498,0.0,0.0
45,nan,0.8491,nan,0.8498,0.0,0.0
46,nan,0.8491,nan,0.8498,0.0,0.0
47,nan,0.8491,nan,0.8498,0.0,0.0
48,nan,0.8491,nan,0.8498,0.0,0.0
49,nan,0.8491,nan,0.8498,0.0,0.0
50,nan,0.8491,nan,0.8498,0.0,0.0
