k,source_f1_initial,source_f1_final,forgetting,target_f1
10,0.9875680961028076,0.903814010028871,0.08375408607393664,0.35763944204066805
50,0.9875680961028076,0.6756806139228942,0.31188748217991336,0.22799168092829789
100,0.9875680961028076,0.6714224217452801,0.3161456743575275,0.16049051853656557
500,0.9875680961028076,0.8900348854846049,0.09753321061820275,0.38104652412162887
