epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.0557,0.9813,0.0279,0.9906,0.968,0.9976
2,0.0341,0.9894,0.0354,0.9908,0.9681,0.997
3,0.0262,0.9921,0.0239,0.9939,0.9794,0.9985
4,0.0221,0.9934,0.022,0.9941,0.98,0.9987
5,0.0202,0.9937,0.0214,0.9938,0.9791,0.9981
6,0.0185,0.994,0.0276,0.9922,0.9739,0.9976
7,0.015,0.9953,0.0243,0.9934,0.9776,0.9981
8,0.0136,0.9958,0.0253,0.9926,0.9752,0.9982
9,0.0143,0.9959,0.0203,0.9934,0.9778,0.999
10,0.0125,0.9959,0.0176,0.995,0.9829,0.9983
11,0.012,0.9964,0.0291,0.9912,0.9708,0.9978
12,0.0115,0.9963,0.0341,0.9943,0.9806,0.9981
13,0.0112,0.9962,0.0246,0.9947,0.9819,0.9987
14,0.0086,0.9971,0.0183,0.9946,0.9818,0.9989
15,0.0094,0.997,0.0206,0.9951,0.9833,0.9989
16,0.0072,0.9976,0.0266,0.9954,0.9845,0.9986
17,0.0076,0.9974,0.025,0.9929,0.9763,0.9987
18,0.007,0.9978,0.0263,0.9936,0.9786,0.9978
19,0.0069,0.9977,0.0257,0.9961,0.9867,0.9984
20,0.0062,0.9981,0.0221,0.9952,0.984,0.9986
21,0.0055,0.9982,0.0199,0.9949,0.9827,0.9984
22,0.0059,0.9978,0.0241,0.9957,0.9855,0.9984
23,0.0051,0.9982,0.0265,0.9938,0.9787,0.9963
24,0.0053,0.9983,0.0241,0.9952,0.9838,0.9986
25,0.0048,0.9983,0.0231,0.9953,0.9842,0.9986
26,0.0037,0.9988,0.0235,0.9952,0.984,0.9983
27,0.0041,0.9988,0.0268,0.9948,0.9822,0.9985
28,0.0032,0.9988,0.0267,0.996,0.9864,0.9989
29,0.0033,0.9989,0.0263,0.9955,0.9848,0.9987
30,0.0024,0.9993,0.0298,0.9935,0.9777,0.9978
31,0.0028,0.9991,0.0247,0.9961,0.9868,0.9985
32,0.0017,0.9994,0.0302,0.9955,0.9849,0.998
33,0.0017,0.9995,0.0294,0.9955,0.985,0.9985
34,0.002,0.9993,0.0317,0.9937,0.9789,0.999
35,0.0016,0.9993,0.0293,0.9952,0.9839,0.9988
36,0.001,0.9997,0.0295,0.9954,0.9846,0.9988
37,0.0008,0.9998,0.0324,0.9956,0.9852,0.9985
38,0.001,0.9996,0.0301,0.9954,0.9846,0.9984
39,0.0002,0.9999,0.0355,0.9955,0.9849,0.9978
40,0.0007,0.9998,0.0307,0.9959,0.9862,0.9983
41,0.0004,0.9999,0.0286,0.9952,0.984,0.9986
42,0.0001,1.0,0.0363,0.9956,0.9852,0.9976
43,0.0,1.0,0.0383,0.9957,0.9855,0.9968
44,0.0,1.0,0.0476,0.9952,0.9836,0.9913
45,0.0,1.0,0.044,0.9957,0.9855,0.9943
46,0.0,1.0,0.0471,0.9956,0.9852,0.9925
47,0.0,1.0,0.0473,0.9956,0.9852,0.9919
48,0.0,1.0,0.0483,0.9956,0.9852,0.9919
49,0.0,1.0,0.0476,0.9956,0.9852,0.9921
50,0.0,1.0,0.0476,0.9958,0.9858,0.992
