epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.074,0.9747,0.0997,0.9616,0.8833,0.9953
2,0.0396,0.9881,0.0262,0.9931,0.9766,0.9974
3,0.0298,0.9911,0.0269,0.993,0.9763,0.9968
4,0.0252,0.9926,0.0327,0.9925,0.9745,0.9956
5,0.022,0.9935,0.0228,0.9942,0.9804,0.9974
6,0.0184,0.9944,0.0227,0.9942,0.9804,0.9979
7,0.0144,0.9955,0.0242,0.9939,0.9793,0.9975
8,0.0129,0.9962,0.0293,0.9927,0.9758,0.9981
9,0.0137,0.9957,0.0245,0.9926,0.9753,0.9976
10,0.0114,0.9961,0.0256,0.9925,0.9751,0.9976
11,0.0105,0.9964,0.021,0.9942,0.9805,0.9978
12,0.0089,0.9972,0.0333,0.9907,0.969,0.9978
13,0.0093,0.997,0.0212,0.9951,0.9834,0.998
14,0.0077,0.9973,0.0218,0.995,0.9831,0.9981
15,0.008,0.9975,0.0232,0.995,0.983,0.9976
16,0.0059,0.9981,0.0229,0.9945,0.9815,0.9982
17,0.0064,0.9977,0.0248,0.9947,0.9822,0.9963
18,0.0063,0.9978,0.0256,0.9947,0.9821,0.9977
19,0.0057,0.9981,0.0233,0.9953,0.9843,0.9977
20,0.0053,0.9982,0.0256,0.995,0.9829,0.9987
21,0.0047,0.9984,0.0311,0.9945,0.9814,0.9967
22,0.0047,0.9985,0.0275,0.9945,0.9815,0.9977
23,0.0042,0.9986,0.0305,0.9951,0.9833,0.9976
24,0.0033,0.9988,0.0326,0.9946,0.9818,0.997
25,0.0035,0.9987,0.0279,0.9952,0.9836,0.9973
26,0.0024,0.9991,0.0285,0.9941,0.9803,0.9967
27,0.0032,0.9988,0.0323,0.9945,0.9814,0.9962
28,0.0024,0.9992,0.0394,0.9948,0.9823,0.9969
29,0.0022,0.9993,0.0376,0.9948,0.9823,0.9966
30,0.0019,0.9993,0.0318,0.9946,0.9818,0.997
31,0.0013,0.9996,0.0355,0.9949,0.9827,0.9966
32,0.0016,0.9996,0.0399,0.9944,0.981,0.9969
33,0.0009,0.9998,0.0342,0.9953,0.9843,0.9967
34,0.0012,0.9996,0.0374,0.9952,0.9839,0.9965
35,0.0012,0.9997,0.0345,0.9953,0.9842,0.9972
36,0.0004,0.9999,0.0326,0.9954,0.9846,0.997
37,0.0003,0.9999,0.0378,0.9953,0.9842,0.9966
38,0.0002,0.9999,0.0382,0.9957,0.9856,0.997
39,0.0001,1.0,0.0425,0.9952,0.9839,0.9948
40,0.0,1.0,0.0462,0.9951,0.9833,0.995
41,0.0001,1.0,0.046,0.9952,0.9839,0.9943
42,0.0001,1.0,0.0476,0.9952,0.9836,0.9935
43,0.0001,1.0,0.052,0.9947,0.982,0.9931
44,0.0,1.0,0.051,0.9947,0.982,0.9928
45,0.0,1.0,0.0468,0.9952,0.984,0.9936
46,0.0,1.0,0.0487,0.9952,0.9836,0.9936
47,0.0,1.0,0.0481,0.9951,0.9833,0.9938
48,0.0,1.0,0.0502,0.9949,0.9827,0.994
49,0.0,1.0,0.0496,0.9949,0.9827,0.9944
50,0.0,1.0,0.0484,0.9948,0.9824,0.9944
